Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Armando Broja,9,al ALB,FW,22-244,24,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,fd962109,4e211d29,97220da2,fd962109,0,b8fd03ef,4,2,2,100.0,23,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,3,1,0,0,4,0,0,,0,,2,7,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Forward,0.0
Willian,20,br BRA,LW,35-276,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,15,20,75.0,1,10,2,4,3,fd962109,4e211d29,8b9ebd03,fd962109,0,b8fd03ef,4,15,20,75.0,250,40,10,10,100.0,2,4,50.0,3,5,60.0,0,0.0,0.0,0,0,0,0,1,20,20,0,0,0,1,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,6,12,3,0,21,4,3,75.0,1,25.0,10,87,52,2,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Forward,0.0
Adama Traore,11,es ESP,"RW,LW",28-107,45,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,0,7,3,0,0,fd962109,4e211d29,9a28eba4,fd962109,0,b8fd03ef,4,4,8,50.0,29,16,3,4,75.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,1,2,3,5,1,10,0,0,,0,,7,74,42,3,1,1,1,1,10,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0.0,Forward,0.0
Bobby De Cordova-Reid,14,jm JAM,RW,31-099,45,0,0,0,0,0,0,0,0,17,1,0,2,0.0,0.0,0.0,0,0,9,13,69.2,0,4,0,0,0,fd962109,4e211d29,0f7533cd,fd962109,0,b8fd03ef,4,9,13,69.2,92,8,6,7,85.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,13,10,3,0,0,0,1,3,0,0,0,0,9,0,0,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,17,1,4,10,3,2,17,0,0,,0,,4,29,25,0,0,0,1,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0,Forward,0.0
Tom Cairney,10,sct SCO,"DM,LM",33-112,45,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,24,26,92.3,0,13,0,0,0,fd962109,4e211d29,a8748947,fd962109,0,b8fd03ef,4,24,26,92.3,402,57,10,10,100.0,10,12,83.3,3,3,100.0,0,0.0,0.0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,1,13,14,0,0,27,0,0,,0,,13,45,22,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Midfielders,0.0
Andreas Pereira,18,br BRA,AM,28-131,73,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.0,1,0,25,40,62.5,6,23,0,1,1,fd962109,4e211d29,6639e500,fd962109,0,b8fd03ef,4,25,40,62.5,494,152,11,12,91.7,9,12,75.0,4,10,40.0,0,0.0,0.0,0,3,0,0,6,40,38,2,1,0,1,5,0,1,1,0,0,25,0,3,2,1,0,1,1,2,3,66.7,1,0,0,0,0,2,0,0,42,1,16,17,9,0,42,1,1,100.0,0,0.0,23,63,29,0,0,0,0,0,31,1,0,0,0,2,0,0,5,0,1,0,0,0,4,0,1,0.0,Midfielders,0.0
Harry Wilson,8,wls WAL,RW,27-050,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,1,4,2,0,0,fd962109,4e211d29,c6dc9ecd,fd962109,0,b8fd03ef,4,7,10,70.0,130,40,4,4,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,1,10,8,2,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,7,3,1,10,0,0,,0,,4,54,31,2,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Forward,0.0
Joao Palhinha,26,pt POR,"DM,CM",28-307,90,0,0,0,0,0,0,0,0,55,10,2,3,0.0,0.0,0.0,0,0,33,38,86.8,2,21,0,0,0,fd962109,4e211d29,a78ff07f,fd962109,0,b8fd03ef,4,33,38,86.8,518,232,13,14,92.9,13,14,92.9,3,5,60.0,0,0.0,0.0,0,3,0,0,2,38,36,2,2,0,0,0,0,0,0,0,0,33,0,1,10,2,6,4,0,5,6,83.3,1,3,0,3,2,12,0,0,55,5,26,29,1,0,55,0,0,,0,,21,52,24,0,0,0,1,0,32,0,0,0,0,0,2,0,0,2,2,0,0,0,2,1,0,100.0,Midfielders,0.0
Alex Iwobi,22,ng NGA,"DM,LW,RM",28-008,90,0,0,0,0,0,0,0,0,38,2,0,0,0.0,0.0,0.0,0,0,30,35,85.7,4,17,2,2,2,fd962109,4e211d29,6ca5ec4b,fd962109,0,b8fd03ef,4,30,35,85.7,558,140,13,15,86.7,12,12,100.0,3,5,60.0,0,0.0,0.0,0,4,1,0,4,35,32,3,0,0,2,1,0,0,0,0,0,30,0,1,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,38,0,12,19,7,0,38,2,2,100.0,0,0.0,17,139,66,2,2,0,0,1,25,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0.0,Midfielders,0.0
Antonee Robinson,33,us USA,LB,26-277,90,0,0,0,0,0,0,1,0,57,2,0,1,0.0,0.0,0.0,0,0,36,44,81.8,0,24,2,1,1,fd962109,4e211d29,289601e6,fd962109,0,b8fd03ef,4,36,44,81.8,627,184,11,15,73.3,19,22,86.4,3,3,100.0,0,0.0,0.0,0,0,1,1,0,44,38,6,0,0,0,2,6,0,0,0,0,36,0,1,2,0,2,0,0,0,2,0.0,2,1,0,1,0,2,6,0,57,4,31,18,9,0,57,1,1,100.0,0,0.0,24,84,36,2,1,0,3,0,33,3,1,0,0,1,0,0,2,0,0,0,0,0,5,0,0,,Defenders,0.0
Calvin Bassey,3,ng NGA,CB,24-132,90,0,0,0,0,0,0,0,0,74,1,0,2,0.0,0.0,0.0,0,0,60,67,89.6,0,41,0,0,0,fd962109,4e211d29,a36524bf,fd962109,0,b8fd03ef,4,60,67,89.6,1184,511,20,21,95.2,34,35,97.1,5,9,55.6,0,0.0,0.0,0,0,0,0,0,67,65,2,2,0,0,0,0,0,0,0,0,60,0,0,1,1,0,1,0,0,0,,0,2,0,2,0,1,2,0,74,23,63,12,0,0,74,0,0,,0,,41,109,38,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,,Defenders,0.0
Issa Diop,31,fr FRA,CB,27-123,89,0,0,0,0,0,0,2,1,60,3,2,3,0.0,0.0,0.0,0,0,43,48,89.6,0,30,0,0,0,fd962109,4e211d29,a712ca2b,fd962109,0,b8fd03ef,4,43,48,89.6,793,293,14,14,100.0,25,27,92.6,3,5,60.0,0,0.0,0.0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,43,0,1,3,1,2,0,1,1,1,100.0,0,3,2,1,2,5,3,0,60,16,48,11,1,0,60,0,0,,0,,30,132,48,0,0,0,0,0,44,0,2,1,1,5,0,0,0,2,1,0,1,0,1,2,0,100.0,Defenders,0.0
Timothy Castagne,21,be BEL,RB,28-158,90,0,0,0,0,0,0,0,0,57,2,0,1,0.0,0.0,0.0,0,0,40,48,83.3,0,22,0,0,0,fd962109,4e211d29,197640fd,fd962109,0,b8fd03ef,4,40,48,83.3,607,208,18,22,81.8,12,12,100.0,5,6,83.3,0,0.0,0.0,0,1,0,0,0,48,41,7,0,0,0,0,7,0,0,0,0,40,0,2,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,4,0,57,4,22,30,5,0,57,0,0,,0,,22,87,30,0,1,0,1,1,35,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Defenders,0.0
Erling Haaland,9,no NOR,FW,23-295,81,0,0,0,0,3,0,0,0,17,1,0,1,0.6,0.6,0.0,2,0,8,10,80.0,2,8,2,0,0,b8fd03ef,4e211d29,1f44ac21,fd962109,0,b8fd03ef,4,8,10,80.0,116,35,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,1,0,2,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,17,1,1,5,11,5,17,0,0,,0,,8,60,33,2,1,1,2,0,12,4,0,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0.0,Forward,1.0
Julian Alvarez,19,ar ARG,FW,24-101,9,1,0,1,1,0,0,0,0,6,0,0,0,0.8,0.0,0.0,1,1,5,5,100.0,0,4,0,0,0,b8fd03ef,4e211d29,15ab5a2b,fd962109,0,b8fd03ef,4,5,5,100.0,57,3,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5,4,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,3,3,1,5,0,0,,0,,4,10,3,0,0,0,0,2,6,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,Forward,1.0
Phil Foden,47,eng ENG,"LW,AM",23-349,81,1,0,0,0,2,2,0,0,53,2,0,2,0.2,0.2,0.1,4,0,39,43,90.7,2,27,0,0,0,b8fd03ef,4e211d29,ed1e53f3,fd962109,0,b8fd03ef,4,39,43,90.7,438,64,32,34,94.1,5,5,100.0,0,1,0.0,0,0.1,0.1,2,3,0,0,2,43,42,1,0,1,0,0,0,1,0,0,0,39,0,1,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,1,0,53,0,3,25,25,3,53,0,0,,0,,27,107,42,0,0,1,3,1,44,10,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0.0,Forward,1.0
Oscar Bobb,52,no NOR,RW,20-304,9,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,1,1,7,8,87.5,1,5,1,0,0,b8fd03ef,4e211d29,eed2427e,fd962109,0,b8fd03ef,4,7,8,87.5,83,28,5,6,83.3,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,9,0,1,1,7,1,9,0,0,,0,,5,39,25,1,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,Forward,1.0
Bernardo Silva,20,pt POR,"RW,DM",29-275,90,0,2,0,0,3,2,0,0,87,0,0,4,0.2,0.2,0.6,6,2,65,71,91.5,5,55,4,2,2,b8fd03ef,4e211d29,3eb22ec9,fd962109,0,b8fd03ef,4,65,71,91.5,1007,231,40,41,97.6,17,20,85.0,7,8,87.5,2,0.6,0.6,4,3,2,0,5,71,70,1,1,0,1,1,0,0,0,0,0,65,0,1,0,0,0,0,0,0,1,0.0,1,4,0,4,0,0,2,0,87,4,12,44,32,5,87,2,2,100.0,0,0.0,55,295,135,4,4,1,2,2,70,7,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,100.0,Forward,1.0
Kevin De Bruyne,17,be BEL,AM,32-318,74,0,1,0,0,2,1,0,0,57,0,0,0,0.1,0.1,1.6,8,2,35,47,74.5,4,31,1,3,0,b8fd03ef,4e211d29,e46012d4,fd962109,0,b8fd03ef,4,35,47,74.5,593,180,21,25,84.0,9,11,81.8,4,7,57.1,1,1.6,0.6,7,2,4,1,4,47,41,6,0,0,1,5,0,5,0,2,1,35,0,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,57,0,1,11,46,10,57,3,0,0.0,3,100.0,31,168,91,1,2,2,2,3,39,6,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,100.0,Midfielders,1.0
Jeremy Doku,11,be BEL,LW,21-350,16,0,0,0,0,1,1,0,0,17,0,0,1,0.1,0.1,0.0,0,0,8,10,80.0,0,9,1,2,0,b8fd03ef,4e211d29,fffea3e5,fd962109,0,b8fd03ef,4,8,10,80.0,120,10,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,17,0,1,7,9,3,17,2,0,0.0,2,100.0,9,89,37,1,3,0,1,1,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Forward,1.0
Mateo Kovacic,8,hr CRO,DM,30-005,81,0,0,0,0,0,0,0,0,104,0,1,1,0.0,0.0,0.1,2,0,97,100,97.0,4,65,1,0,0,b8fd03ef,4e211d29,79c0821a,fd962109,0,b8fd03ef,4,97,100,97.0,1421,325,57,58,98.3,35,35,100.0,4,4,100.0,0,0.1,0.1,1,5,1,0,4,100,98,2,2,1,1,0,0,0,0,0,0,97,0,2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,104,1,10,72,22,0,104,0,0,,0,,65,320,190,1,5,0,0,2,90,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Midfielders,1.0
Rico Lewis,82,eng ENG,"AM,DM",19-172,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,5,2,0,0,b8fd03ef,4e211d29,b57e066e,fd962109,0,b8fd03ef,4,4,5,80.0,42,12,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,1,4,2,5,0,0,,0,,5,44,34,2,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Midfielders,1.0
Rodri,16,es ESP,DM,27-324,90,0,0,0,0,1,0,0,0,135,1,1,0,0.0,0.0,0.1,3,0,123,128,96.1,11,88,2,4,2,b8fd03ef,4e211d29,6434f10d,fd962109,0,b8fd03ef,4,123,128,96.1,2050,602,69,70,98.6,35,36,97.2,16,17,94.1,0,0.1,0.1,1,11,1,0,11,128,126,2,2,0,0,1,0,0,0,0,0,123,0,2,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,1,0,135,3,18,89,29,0,135,4,2,50.0,2,50.0,88,356,189,2,1,0,1,0,119,2,0,0,0,1,1,0,1,1,1,0,0,0,9,0,0,,Midfielders,1.0
Josko Gvardiol,24,hr CRO,LB,22-109,90,2,0,0,0,2,2,0,0,77,0,0,1,0.8,0.8,0.0,2,1,57,68,83.8,6,39,2,4,0,b8fd03ef,4e211d29,5ad50391,fd962109,0,b8fd03ef,4,57,68,83.8,845,199,38,41,92.7,17,23,73.9,2,2,100.0,0,0.0,0.0,0,3,1,0,6,68,61,7,0,0,1,1,7,0,0,0,0,57,0,1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,77,2,12,39,26,5,77,4,0,0.0,4,100.0,39,188,69,2,0,2,1,0,61,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Defenders,1.0
Nathan Ake,6,nl NED,CB,29-083,21,0,0,0,0,0,0,0,0,31,0,1,1,0.0,0.0,0.0,0,0,25,27,92.6,3,22,0,0,0,b8fd03ef,4e211d29,eaeca114,fd962109,0,b8fd03ef,4,25,27,92.6,356,98,16,16,100.0,9,11,81.8,0,0,,0,0.0,0.0,0,2,0,0,3,27,27,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,31,1,13,16,2,0,31,0,0,,0,,22,147,62,0,1,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Defenders,1.0
Kyle Walker,2,eng ENG,RB,33-349,69,0,0,0,0,0,0,0,0,51,0,0,1,0.0,0.0,0.0,1,1,45,49,91.8,3,28,0,0,0,b8fd03ef,4e211d29,86dd77d1,fd962109,0,b8fd03ef,4,45,49,91.8,782,177,21,21,100.0,20,21,95.2,3,6,50.0,0,0.0,0.0,0,5,0,0,3,49,46,3,0,0,1,1,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,51,0,9,35,7,0,51,0,0,,0,,28,111,26,0,0,0,0,0,41,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,,Defenders,1.0
Ruben Dias,3,pt POR,CB,26-363,90,0,0,0,0,0,0,0,0,102,1,3,0,0.0,0.0,0.0,0,0,82,90,91.1,3,62,0,0,0,b8fd03ef,4e211d29,31c69ef1,fd962109,0,b8fd03ef,4,82,90,91.1,1337,455,34,35,97.1,45,49,91.8,2,3,66.7,0,0.0,0.0,0,3,0,0,3,90,88,2,2,0,0,0,0,0,0,0,0,82,0,0,1,0,0,0,1,0,0,,0,0,0,0,3,4,3,0,102,11,45,55,2,0,102,0,0,,0,,62,244,142,0,0,0,0,0,75,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,1,85.7,Defenders,1.0
Manuel Akanji,25,ch SUI,"CB,RB",28-297,90,0,0,0,0,1,0,0,0,102,2,0,0,0.5,0.5,0.0,0,0,90,95,94.7,8,72,3,0,0,b8fd03ef,4e211d29,89ac64a6,fd962109,0,b8fd03ef,4,90,95,94.7,1476,514,49,51,96.1,34,34,100.0,7,10,70.0,0,0.0,0.0,0,12,0,0,8,95,94,1,1,0,2,0,0,0,0,0,0,90,0,0,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,102,3,30,65,7,1,102,0,0,,0,,72,321,165,3,2,0,1,0,88,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Defenders,1.0
Hwang Hee-chan,11,kr KOR,FW,28-106,90,0,0,0,0,1,0,0,0,25,0,1,0,0.6,0.6,0.0,1,0,14,20,70.0,1,10,0,1,0,8cec06e1,16d5b6aa,169fd162,8cec06e1,1,47c64c55,3,14,20,70.0,170,13,8,9,88.9,5,6,83.3,0,1,0.0,0,0.0,0.0,0,0,0,0,1,20,16,4,0,0,0,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,25,0,0,9,16,5,25,1,0,0.0,1,100.0,10,32,4,0,0,0,1,1,17,7,0,0,0,2,1,1,1,1,0,0,0,0,2,0,3,0.0,Forward,0.0
Matheus Cunha,12,br BRA,"FW,AM",24-350,90,1,0,0,0,4,3,1,0,47,0,0,1,0.4,0.4,0.0,3,1,23,33,69.7,4,27,5,5,2,8cec06e1,16d5b6aa,dc62b55d,8cec06e1,1,47c64c55,3,23,33,69.7,321,71,13,16,81.3,5,6,83.3,2,4,50.0,0,0.0,0.0,0,2,1,0,4,33,31,1,0,0,0,4,1,0,0,0,0,23,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,47,0,0,20,27,7,47,5,2,40.0,2,40.0,27,211,130,5,2,2,1,1,38,9,1,0,0,2,2,0,4,0,0,0,0,0,2,1,2,33.3,Forward,0.0
Boubacar Traore,6,ml MLI,DM,22-265,45,0,0,0,0,0,0,1,0,40,2,0,0,0.0,0.0,0.2,1,0,31,35,88.6,0,14,0,1,1,8cec06e1,16d5b6aa,999ceb5f,8cec06e1,1,47c64c55,3,31,35,88.6,417,80,19,21,90.5,9,9,100.0,1,2,50.0,0,0.2,0.0,1,1,1,1,0,35,35,0,0,0,0,2,0,0,0,0,0,31,0,0,2,2,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,40,2,7,26,7,1,40,1,1,100.0,0,0.0,14,65,4,0,1,0,1,2,28,1,1,0,0,3,0,0,2,0,2,0,0,0,3,1,2,33.3,Midfielders,0.0
Jean-Ricner Bellegarde,27,fr FRA,"WB,DM",25-319,45,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.1,2,0,8,14,57.1,1,7,1,1,1,8cec06e1,16d5b6aa,10f0fdd3,8cec06e1,1,47c64c55,3,8,14,57.1,125,9,5,8,62.5,2,2,100.0,1,3,33.3,0,0.1,0.0,1,0,1,0,1,14,14,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,21,0,4,10,7,0,21,1,1,100.0,0,0.0,7,71,29,1,2,0,1,2,14,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,33.3,Defenders,0.0
Mario Lemina,5,ga GAB,"DM,CB,CM",30-253,90,0,0,0,0,2,1,0,0,87,5,1,0,0.1,0.1,0.0,0,0,63,73,86.3,2,36,0,2,0,8cec06e1,16d5b6aa,2b471f99,8cec06e1,1,47c64c55,3,63,73,86.3,1184,288,21,23,91.3,36,42,85.7,5,6,83.3,0,0.0,0.0,0,3,0,0,2,73,70,3,2,0,1,1,1,0,0,0,0,63,0,1,5,3,0,4,1,3,4,75.0,1,0,0,0,1,6,3,0,87,2,27,53,7,1,87,2,0,0.0,2,100.0,36,188,89,0,1,0,0,0,59,2,0,0,0,2,0,0,1,1,3,0,0,0,3,1,2,33.3,Midfielders,0.0
Joao Gomes,8,br BRA,"DM,CM",23-089,90,0,0,0,0,2,0,0,0,70,7,0,2,0.1,0.1,0.1,4,0,38,50,76.0,6,24,1,4,2,8cec06e1,16d5b6aa,8b57ad2c,8cec06e1,1,47c64c55,3,38,50,76.0,616,196,20,22,90.9,12,17,70.6,4,7,57.1,0,0.1,0.1,2,6,1,0,6,50,43,6,2,0,0,5,1,3,0,2,1,38,1,0,7,2,3,3,1,3,4,75.0,1,2,1,1,0,7,0,0,70,1,6,45,20,3,70,4,2,50.0,1,25.0,24,109,39,1,3,0,3,4,41,5,0,0,0,2,1,0,5,0,2,0,0,0,8,0,0,,Midfielders,0.0
Rayan Ait-Nouri,3,dz ALG,WB,22-340,60,0,0,0,0,2,2,0,0,32,1,0,1,0.2,0.2,0.1,2,0,21,26,80.8,3,13,1,2,2,8cec06e1,16d5b6aa,9b398aea,8cec06e1,1,47c64c55,3,21,26,80.8,339,94,8,9,88.9,12,14,85.7,1,2,50.0,0,0.1,0.1,1,2,1,1,3,26,20,6,0,0,0,2,6,0,0,0,0,21,0,1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,32,1,10,14,9,2,32,2,2,100.0,0,0.0,13,89,50,1,1,0,1,1,22,6,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,,Defenders,0.0
Pablo Sarabia,21,es ESP,"AM,WB",32-000,30,0,0,0,0,1,1,1,0,28,1,1,0,0.1,0.1,0.0,5,0,12,25,48.0,2,10,0,1,0,8cec06e1,16d5b6aa,9744ff80,8cec06e1,1,47c64c55,3,12,25,48.0,239,90,5,7,71.4,6,8,75.0,1,7,14.3,0,0.0,0.1,0,0,1,0,2,25,17,8,4,0,0,8,1,3,3,0,0,12,0,2,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,28,0,1,11,16,1,28,1,0,0.0,0,0.0,10,21,8,0,0,0,1,0,16,5,1,0,0,1,1,1,8,1,1,0,0,0,2,1,0,100.0,Midfielders,0.0
Matt Doherty,2,ie IRL,WB,32-116,78,0,0,0,0,1,1,0,0,66,2,1,1,0.1,0.1,0.0,1,0,48,58,82.8,4,17,0,0,0,8cec06e1,16d5b6aa,d557d734,8cec06e1,1,47c64c55,3,48,58,82.8,627,209,29,32,90.6,16,21,76.2,1,1,100.0,0,0.0,0.0,0,4,0,0,4,58,47,11,0,0,0,1,11,0,0,0,0,48,0,2,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,2,0,66,2,14,31,22,1,66,0,0,,0,,17,40,11,0,0,0,0,1,36,2,0,0,0,0,0,0,1,1,2,0,0,0,7,2,7,22.2,Defenders,0.0
Tommy Doyle,20,eng ENG,CM,22-207,12,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,12,14,85.7,3,7,1,0,0,8cec06e1,16d5b6aa,5526deb1,8cec06e1,1,47c64c55,3,12,14,85.7,263,146,3,3,100.0,6,6,100.0,2,4,50.0,0,0.0,0.1,0,3,0,0,3,14,11,3,1,0,0,2,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,1,10,3,0,14,0,0,,0,,7,66,47,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,Midfielders,0.0
Toti Gomes,24,pt POR,CB,25-116,89,0,0,0,0,0,0,0,0,69,1,1,2,0.0,0.0,0.0,0,0,52,62,83.9,5,34,3,0,0,8cec06e1,16d5b6aa,f0caab96,8cec06e1,1,47c64c55,3,52,62,83.9,833,232,29,30,96.7,20,25,80.0,3,6,50.0,0,0.0,0.0,1,4,0,0,5,62,58,4,1,0,0,1,3,0,0,0,0,52,0,0,1,0,1,0,0,1,2,50.0,1,2,1,1,1,2,2,0,69,5,32,30,7,2,69,0,0,,0,,34,157,104,3,1,0,1,0,49,1,0,0,0,1,2,0,1,1,0,0,0,0,3,4,0,100.0,Defenders,0.0
