Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Nelson Semedo,22,pt POR,RB,29-049,90,0,0,0,0,0,0,0,0,48,3,1,1,0.0,0.0,0.1,2,0,30,38,78.9,1,26,1,0,0,8cec06e1,895a1c1f,d04b94db,8602292d,1,8cec06e1,1,30,38,78.9,532,110,14,19,73.7,13,15,86.7,3,4,75.0,0,0.1,0.1,1,2,1,1,1,38,33,5,0,0,0,2,5,0,0,0,0,30,0,0,3,2,2,1,0,1,2,50.0,1,1,1,0,1,4,3,0,48,2,14,27,8,0,48,0,0,,0,,26,182,69,1,2,0,2,3,30,2,0,0,0,1,0,0,2,1,2,0,0,0,3,2,1,66.7,Defenders,0.5
Jordan Ayew,9,gh GHA,"FW,RM",31-115,90,0,0,0,0,3,2,0,0,36,0,1,0,0.2,0.2,0.0,6,0,18,22,81.8,0,18,3,5,4,47c64c55,d8118454,da052c14,47c64c55,0,361ca564,4,18,22,81.8,221,7,10,12,83.3,6,7,85.7,0,0,,0,0.0,0.0,1,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,36,0,1,13,23,5,36,5,4,80.0,0,0.0,18,98,52,3,1,2,6,0,26,5,0,0,0,2,3,0,0,1,0,0,0,0,2,1,7,12.5,Forward,0.0
Wilfried Zaha,11,ci CIV,"LW,LM",30-055,90,0,0,0,0,2,1,0,0,39,0,1,2,0.2,0.2,0.1,6,0,22,26,84.6,2,31,4,4,2,47c64c55,d8118454,b2bc3b1f,47c64c55,0,361ca564,4,22,26,84.6,294,82,18,19,94.7,3,4,75.0,1,1,100.0,0,0.1,0.1,2,1,2,0,2,26,25,1,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,39,1,5,12,23,6,39,4,2,50.0,2,50.0,31,259,103,4,1,6,4,4,37,11,0,0,0,1,3,0,0,1,0,0,0,0,3,0,1,0.0,Forward,0.0
Michael Olise,7,fr FRA,"RW,RM",21-023,72,0,0,0,0,3,0,0,0,61,1,0,1,0.1,0.1,0.1,4,0,33,49,67.3,4,22,0,3,1,47c64c55,d8118454,c4486bac,47c64c55,0,361ca564,4,33,49,67.3,586,139,14,15,93.3,16,19,84.2,3,13,23.1,0,0.1,0.1,2,3,0,0,4,49,36,13,1,0,1,11,2,8,2,3,2,33,0,1,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,61,0,4,22,35,1,61,3,1,33.3,2,66.7,22,101,44,0,1,0,5,2,35,5,0,0,0,1,0,0,11,0,1,0,0,0,2,0,1,0.0,Forward,0.0
Odsonne Edouard,22,fr FRA,FW,24-353,18,0,0,0,0,1,0,0,0,12,0,0,0,0.0,0.0,0.1,2,0,8,9,88.9,0,4,0,1,0,47c64c55,d8118454,0562b7f1,47c64c55,0,361ca564,4,8,9,88.9,77,6,7,8,87.5,1,1,100.0,0,0,,0,0.1,0.1,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,3,9,2,12,1,0,0.0,1,100.0,4,20,1,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Forward,0.0
Eberechi Eze,10,eng ENG,"AM,CM",24-189,73,0,0,0,0,2,0,0,0,53,1,0,1,0.1,0.1,0.2,3,0,34,41,82.9,7,28,1,4,1,47c64c55,d8118454,ae4fc6a4,47c64c55,0,361ca564,4,34,41,82.9,515,128,18,20,90.0,14,17,82.4,2,4,50.0,0,0.2,0.1,3,4,2,0,7,41,37,4,2,1,0,1,1,0,0,0,0,34,0,0,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,53,0,2,32,20,2,53,4,1,25.0,3,75.0,28,165,62,1,2,0,3,2,39,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,Midfielders,0.0
Will Hughes,19,eng ENG,CM,27-262,17,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,9,11,81.8,1,9,0,0,0,47c64c55,d8118454,a0666d3e,47c64c55,0,361ca564,4,9,11,81.8,161,45,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,1,0,0,0,1,11,9,2,0,0,0,2,0,2,0,2,0,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,0,4,10,1,14,0,0,,0,,9,40,23,0,2,0,1,2,9,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,Midfielders,0.0
Jeffrey Schlupp,15,gh GHA,DM,30-012,60,0,0,0,0,0,0,1,0,39,4,1,0,0.0,0.0,0.0,0,0,30,35,85.7,3,23,0,0,0,47c64c55,d8118454,3312f911,47c64c55,0,361ca564,4,30,35,85.7,537,120,14,16,87.5,12,15,80.0,4,4,100.0,0,0.0,0.0,0,1,0,0,3,35,34,1,1,0,0,1,0,0,0,0,0,30,0,0,4,3,2,2,0,1,2,50.0,1,0,0,0,1,5,1,0,39,2,10,23,7,2,39,0,0,,0,,23,80,36,0,1,0,0,1,24,1,1,0,0,1,1,0,1,1,3,0,0,0,6,0,1,0.0,Midfielders,0.0
Jean-Philippe Mateta,14,fr FRA,FW,25-190,30,0,0,0,0,1,0,0,0,7,1,0,0,0.1,0.1,0.0,0,0,4,4,100.0,0,2,0,0,0,47c64c55,d8118454,50e6dc35,47c64c55,0,361ca564,4,4,4,100.0,53,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,7,1,1,4,2,1,7,0,0,,0,,2,3,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,Forward,0.0
Cheick Doucoure,28,ml MLI,"DM,CM",22-361,90,0,0,0,0,4,0,0,0,75,5,2,1,0.1,0.1,0.1,4,0,49,59,83.1,7,40,2,2,1,47c64c55,d8118454,ce4f40c7,47c64c55,0,361ca564,4,49,59,83.1,824,202,22,23,95.7,24,28,85.7,3,4,75.0,0,0.1,0.1,3,6,1,0,7,59,59,0,0,0,0,0,0,0,0,0,0,49,0,1,5,3,2,3,0,2,4,50.0,2,1,1,0,2,7,2,0,75,4,19,40,16,0,75,2,1,50.0,1,50.0,40,229,131,2,3,0,1,0,42,1,0,0,0,2,0,0,0,2,3,0,0,0,12,0,0,,Midfielders,0.0
Joel Ward,2,eng ENG,LB,33-067,90,0,0,0,0,1,0,0,0,69,4,0,5,0.0,0.0,0.0,1,0,40,56,71.4,7,23,1,0,0,47c64c55,d8118454,8a7ff278,47c64c55,0,361ca564,4,40,56,71.4,679,305,18,22,81.8,20,26,76.9,2,7,28.6,0,0.0,0.1,0,5,1,1,7,56,50,6,0,0,0,4,6,0,0,0,0,40,0,1,4,2,2,0,2,2,3,66.7,1,5,3,2,0,4,1,0,69,4,19,29,21,3,69,0,0,,0,,23,73,35,1,0,0,0,0,36,6,0,0,0,1,0,0,4,0,2,0,0,0,2,2,2,50.0,Defenders,0.0
Marc Guehi,6,eng ENG,CB,22-175,90,0,0,0,0,0,0,0,0,57,2,0,2,0.0,0.0,0.0,2,0,45,51,88.2,4,30,0,0,0,47c64c55,d8118454,d0706b27,47c64c55,0,361ca564,4,45,51,88.2,931,425,15,16,93.8,24,27,88.9,6,7,85.7,0,0.0,0.0,0,3,0,0,4,51,49,1,1,0,1,0,0,0,0,0,0,45,1,0,2,1,2,0,0,2,2,100.0,0,2,1,1,0,2,2,1,57,8,25,32,0,0,57,0,0,,0,,30,85,46,0,0,0,1,0,36,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1,4,20.0,Defenders,0.0
Joachim Andersen,16,dk DEN,CB,26-218,90,0,0,0,0,2,1,0,0,73,3,1,0,0.1,0.1,0.0,0,0,50,63,79.4,4,45,0,0,0,47c64c55,d8118454,e34fc66d,47c64c55,0,361ca564,4,50,63,79.4,1196,548,14,15,93.3,26,29,89.7,10,18,55.6,0,0.0,0.0,0,8,0,0,4,63,61,2,2,0,4,0,0,0,0,0,0,50,0,0,3,2,3,0,0,2,2,100.0,0,0,0,0,1,4,2,0,73,10,31,39,3,1,73,0,0,,0,,45,203,139,0,0,0,0,0,51,1,0,0,0,0,0,0,0,1,2,0,0,0,6,3,2,60.0,Defenders,0.0
Nathaniel Clyne,17,eng ENG,RB,31-274,90,0,0,0,0,0,0,0,0,61,1,2,2,0.0,0.0,0.0,1,0,45,53,84.9,2,25,1,2,1,47c64c55,d8118454,0442183b,47c64c55,0,361ca564,4,45,53,84.9,648,175,25,25,100.0,17,19,89.5,0,4,0.0,0,0.0,0.0,0,4,0,0,2,53,49,4,0,0,0,1,4,0,0,0,0,45,0,1,1,1,0,1,0,0,0,,0,2,0,2,2,3,1,0,61,2,15,36,10,0,61,2,1,50.0,1,50.0,25,97,39,1,0,0,0,0,41,1,0,0,0,0,1,0,1,2,1,0,0,0,6,0,0,,Defenders,0.0
Harry Kane,10,eng ENG,FW,29-160,90,2,0,0,0,4,2,0,0,42,0,0,0,0.4,0.4,0.6,9,3,23,31,74.2,8,28,0,4,2,361ca564,d8118454,21a66f6a,47c64c55,0,361ca564,4,23,31,74.2,467,167,7,10,70.0,10,11,90.9,4,7,57.1,0,0.6,0.3,3,3,4,0,8,31,28,3,1,4,1,0,2,0,0,0,0,23,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,42,2,2,26,16,6,42,4,2,50.0,2,50.0,28,124,53,0,2,0,2,4,35,8,0,0,0,0,1,1,0,0,0,0,0,0,3,5,1,83.3,Forward,1.0
Son Heung-min,7,kr KOR,AM,30-180,90,1,0,0,0,2,2,0,0,54,2,1,0,0.5,0.5,0.1,3,1,29,37,78.4,4,36,6,6,2,361ca564,d8118454,92e7e919,47c64c55,0,361ca564,4,29,37,78.4,325,80,20,22,90.9,6,7,85.7,0,1,0.0,0,0.1,0.1,1,1,3,0,4,37,35,2,1,0,0,1,0,1,0,0,0,29,0,2,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,54,0,4,22,30,2,54,6,2,33.3,4,66.7,36,217,131,6,5,0,1,1,37,8,0,0,0,0,1,0,1,1,1,0,0,0,9,0,1,0.0,Midfielders,1.0
Bryan Gil,11,es ESP,AM,21-327,76,0,1,0,0,2,1,1,0,39,2,1,1,0.1,0.1,0.1,4,3,23,28,82.1,4,27,3,2,1,361ca564,d8118454,7b5ab7f2,47c64c55,0,361ca564,4,23,28,82.1,284,71,14,16,87.5,6,7,85.7,0,0,,1,0.1,0.0,1,2,2,0,4,28,26,2,0,0,0,0,1,0,0,0,0,23,0,2,2,0,2,0,0,0,1,0.0,1,1,0,1,1,3,1,0,39,1,5,17,17,1,39,2,1,50.0,1,50.0,27,158,75,3,1,0,2,2,30,9,1,0,0,2,1,1,0,1,0,0,0,0,2,0,1,0.0,Midfielders,1.0
Ryan Sessegnon,19,eng ENG,"AM,WB",22-231,14,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,4,0,0,0,361ca564,d8118454,6aa3e78b,47c64c55,0,361ca564,4,3,3,100.0,52,35,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,1,2,1,2,1,5,0,0,,0,,4,4,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielders,1.0
Pierre Hojbjerg,5,dk DEN,CM,27-152,90,0,0,0,0,1,0,0,0,96,2,1,3,0.1,0.1,0.0,2,0,69,78,88.5,6,67,0,1,0,361ca564,d8118454,8b04d6c1,47c64c55,0,361ca564,4,69,78,88.5,1159,268,33,37,89.2,25,28,89.3,8,8,100.0,0,0.0,0.0,0,5,0,0,6,78,75,2,1,0,2,1,1,0,0,0,0,69,1,1,2,2,1,1,0,1,1,100.0,0,3,1,2,1,3,2,0,96,4,35,52,9,0,96,1,0,0.0,1,100.0,67,250,109,0,0,0,1,2,71,1,0,0,0,0,4,0,1,1,2,0,0,0,10,1,0,100.0,Midfielders,1.0
Oliver Skipp,4,eng ENG,CM,22-110,65,0,0,0,0,0,0,1,0,39,1,0,0,0.0,0.0,0.0,1,0,29,32,90.6,0,24,1,0,0,361ca564,d8118454,6250083a,47c64c55,0,361ca564,4,29,32,90.6,398,124,14,16,87.5,12,12,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,32,31,1,1,0,0,1,0,0,0,0,0,29,0,0,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,3,0,39,5,18,20,2,0,39,0,0,,0,,24,97,42,1,1,0,1,0,27,0,1,0,0,1,0,0,1,0,0,0,0,0,9,0,0,,Midfielders,1.0
Pape Matar Sarr,29,sn SEN,CM,20-112,25,0,0,0,0,1,0,0,0,25,2,0,0,0.0,0.0,0.0,0,0,19,20,95.0,2,21,1,2,0,361ca564,d8118454,feb5d972,47c64c55,0,361ca564,4,19,20,95.0,270,59,8,9,88.9,9,9,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,25,1,10,14,1,0,25,2,0,0.0,1,50.0,21,124,64,1,0,0,1,0,19,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,,Midfielders,1.0
Ivan Perisic,14,hr CRO,WB,33-336,85,0,1,0,0,0,0,0,0,60,1,2,2,0.0,0.0,0.2,2,1,38,51,74.5,4,35,2,0,0,361ca564,d8118454,6fe90922,47c64c55,0,361ca564,4,38,51,74.5,750,224,20,21,95.2,11,17,64.7,6,11,54.5,1,0.2,0.5,1,2,0,0,4,51,44,7,1,0,3,4,5,1,1,0,0,38,0,1,1,1,0,1,0,1,2,50.0,1,2,1,1,2,3,2,0,60,3,16,32,12,3,60,0,0,,0,,35,120,63,2,1,0,0,0,36,2,0,0,0,1,0,0,4,2,1,0,0,0,2,1,1,50.0,Defenders,1.0
Harvey White,42,eng ENG,"AM,WB",21-107,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,5,0,0,0,361ca564,d8118454,4d90ce8c,47c64c55,0,361ca564,4,3,8,37.5,54,21,2,3,66.7,0,2,0.0,1,3,33.3,0,0.0,0.0,0,0,1,1,0,8,6,2,0,1,0,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,0,0,4,4,0,8,0,0,,0,,5,11,4,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,100.0,Midfielders,1.0
Matt Doherty,2,ie IRL,WB,30-353,77,1,0,0,0,4,1,0,0,60,4,1,1,0.3,0.3,0.1,3,0,38,46,82.6,3,38,4,0,0,361ca564,d8118454,d557d734,47c64c55,0,361ca564,4,38,46,82.6,589,134,22,23,95.7,10,15,66.7,4,4,100.0,0,0.1,0.1,2,1,1,1,3,46,42,3,0,0,0,4,3,0,0,0,0,38,1,1,4,3,4,0,0,1,1,100.0,0,1,1,0,1,5,1,0,60,3,15,24,21,6,60,0,0,,0,,38,146,85,4,1,0,3,1,39,10,0,0,0,3,0,0,4,1,3,0,0,0,2,1,0,100.0,Defenders,1.0
Emerson,12,br BRA,WB,23-355,13,0,0,0,0,0,0,0,0,15,2,1,0,0.0,0.0,0.0,0,0,9,11,81.8,1,9,0,2,0,361ca564,d8118454,df8b52a5,47c64c55,0,361ca564,4,9,11,81.8,122,76,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,11,8,3,1,0,0,0,2,0,0,0,0,9,0,1,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0,15,4,10,1,4,0,15,2,0,0.0,1,50.0,9,33,19,0,1,1,0,0,8,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,50.0,Defenders,1.0
Clement Lenglet,34,fr FRA,CB,27-201,85,0,0,0,0,0,0,0,0,83,2,1,0,0.0,0.0,0.0,0,0,67,74,90.5,3,64,1,1,0,361ca564,d8118454,4f28a6ff,47c64c55,0,361ca564,4,67,74,90.5,1281,503,27,27,100.0,30,32,93.8,7,12,58.3,0,0.0,0.0,0,2,0,0,3,74,74,0,0,0,3,0,0,0,0,0,0,67,0,0,2,1,0,2,0,2,4,50.0,2,0,0,0,1,3,4,0,83,7,52,30,1,0,83,1,0,0.0,0,0.0,64,257,133,1,0,0,0,0,70,0,0,0,0,0,1,0,0,1,1,0,0,0,3,4,1,80.0,Defenders,1.0
Ben Davies,33,wls WAL,CB,29-255,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,361ca564,d8118454,44781702,47c64c55,0,361ca564,4,1,1,100.0,9,7,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,,1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defenders,1.0
Eric Dier,15,eng ENG,CB,28-354,90,0,0,0,0,0,0,0,0,76,0,0,3,0.0,0.0,0.0,0,0,57,66,86.4,0,54,0,0,0,361ca564,d8118454,ac861941,47c64c55,0,361ca564,4,57,66,86.4,1007,389,23,23,100.0,27,30,90.0,6,11,54.5,0,0.0,0.0,0,1,0,0,0,66,65,1,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0.0,1,3,3,0,0,0,6,0,76,22,51,25,0,0,76,0,0,,0,,54,201,77,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,80.0,Defenders,1.0
Cristian Romero,17,ar ARG,CB,24-252,90,0,0,0,0,0,0,0,0,81,4,0,0,0.0,0.0,0.0,1,0,58,64,90.6,5,57,0,1,0,361ca564,d8118454,a3d94a58,47c64c55,0,361ca564,4,58,64,90.6,1025,432,27,29,93.1,21,21,100.0,8,12,66.7,0,0.0,0.0,0,2,0,0,5,64,59,5,4,0,1,0,1,0,0,0,0,58,0,0,4,2,3,1,0,2,3,66.7,1,0,0,0,0,4,3,1,81,13,40,40,2,0,81,1,0,0.0,1,100.0,57,234,142,0,0,0,4,1,49,0,0,0,0,1,0,0,0,0,2,0,0,0,8,1,1,50.0,Defenders,1.0
Kai Havertz,29,de GER,"AM,FW",23-208,90,0,0,0,0,1,1,0,0,48,2,2,0,0.0,0.0,0.3,4,0,34,40,85.0,5,33,3,2,1,cff3d9bb,eacda90c,fed7cb61,cff3d9bb,0,b8fd03ef,1,34,40,85.0,454,102,21,25,84.0,9,10,90.0,1,1,100.0,0,0.3,0.2,4,3,2,0,5,40,38,2,0,0,0,0,0,0,0,0,0,34,0,0,2,0,0,1,1,1,1,100.0,0,0,0,0,2,4,0,0,48,0,7,22,19,3,48,2,1,50.0,1,50.0,33,148,68,3,1,1,0,2,35,3,0,0,0,0,2,1,0,2,0,0,0,0,7,2,6,25.0,Midfielders,0.0
Christian Pulisic,10,us USA,LW,24-109,21,0,0,0,0,1,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,0,0,0,cff3d9bb,eacda90c,1bf33a9a,cff3d9bb,0,b8fd03ef,1,4,5,80.0,53,24,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,8,0,3,3,2,1,8,0,0,,0,,5,13,5,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Forward,0.0
Carney Chukwuemeka,30,eng ENG,LW,19-077,69,0,0,0,0,2,0,0,0,42,6,2,0,0.2,0.2,0.0,3,0,27,31,87.1,4,26,6,2,0,cff3d9bb,eacda90c,b2f9c73e,cff3d9bb,0,b8fd03ef,1,27,31,87.1,274,77,22,24,91.7,1,3,33.3,1,1,100.0,0,0.0,0.1,1,1,2,1,4,31,31,0,0,0,0,1,0,0,0,0,0,27,0,0,6,2,3,3,0,1,1,100.0,0,0,0,0,2,8,0,0,42,2,13,15,15,1,42,2,0,0.0,2,100.0,26,221,172,6,2,0,2,2,28,1,0,0,0,0,0,0,1,2,2,0,0,0,5,0,0,,Forward,0.0
Hakim Ziyech,22,ma MAR,RW,29-292,68,0,0,0,0,1,1,0,0,48,2,0,1,0.0,0.0,0.0,1,0,21,37,56.8,3,34,1,2,0,cff3d9bb,eacda90c,6622454d,cff3d9bb,0,b8fd03ef,1,21,37,56.8,306,142,11,13,84.6,6,11,54.5,2,7,28.6,0,0.0,0.1,0,2,1,1,3,37,31,4,1,0,0,7,0,3,2,1,0,21,2,1,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0,48,0,5,20,23,1,48,2,0,0.0,2,100.0,34,148,89,1,4,0,0,1,34,5,0,0,0,0,2,0,7,0,1,0,0,0,4,0,0,,Forward,0.0
Conor Gallagher,23,eng ENG,AM,22-333,22,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,11,1,3,1,cff3d9bb,eacda90c,c2731c10,cff3d9bb,0,b8fd03ef,1,4,7,57.1,46,19,3,5,60.0,1,2,50.0,0,0,,0,0.0,0.0,1,1,0,0,0,7,6,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,2,9,0,12,3,1,33.3,1,33.3,11,64,19,1,1,0,2,1,11,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,,Midfielders,0.0
Raheem Sterling,17,eng ENG,AM,28-028,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,cff3d9bb,eacda90c,b400bde0,cff3d9bb,0,b8fd03ef,1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielders,0.0
Pierre-Emerick Aubameyang,9,ga GAB,FW,33-201,63,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,9,12,75.0,0,11,1,0,0,cff3d9bb,eacda90c,d5dd5f1f,cff3d9bb,0,b8fd03ef,1,9,12,75.0,98,23,7,7,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,13,1,3,6,4,1,13,0,0,,0,,11,49,23,1,1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,Forward,0.0
Omari Hutchinson,56,eng ENG,RW,19-067,23,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.0,2,0,9,13,69.2,0,11,1,0,0,cff3d9bb,eacda90c,bd9553e6,cff3d9bb,0,b8fd03ef,1,9,13,69.2,124,9,7,8,87.5,1,1,100.0,1,2,50.0,0,0.0,0.1,1,0,0,0,0,13,13,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,16,0,0,4,12,3,16,0,0,,0,,11,61,23,1,0,1,1,1,12,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,,Forward,0.0
Mateo Kovacic,8,hr CRO,DM,28-244,90,0,0,0,0,1,0,1,0,78,3,1,0,0.0,0.0,0.0,2,0,61,70,87.1,4,54,0,2,1,cff3d9bb,eacda90c,79c0821a,cff3d9bb,0,b8fd03ef,1,61,70,87.1,933,248,34,36,94.4,23,24,95.8,3,5,60.0,0,0.0,0.1,0,3,1,0,4,70,69,1,0,0,0,0,1,0,0,0,0,61,0,3,3,3,1,2,0,2,2,100.0,0,0,0,0,1,4,1,0,78,2,26,36,17,0,78,2,1,50.0,0,0.0,54,275,81,0,1,0,1,1,59,1,1,0,0,1,1,0,0,1,3,0,0,0,5,0,2,0.0,Midfielders,0.0
Denis Zakaria,20,ch SUI,DM,26-046,90,0,0,0,0,0,0,0,0,59,1,1,0,0.0,0.0,0.0,1,0,50,54,92.6,1,49,2,4,4,cff3d9bb,eacda90c,384d58d9,cff3d9bb,0,b8fd03ef,1,50,54,92.6,754,184,32,34,94.1,14,15,93.3,4,4,100.0,0,0.0,0.0,0,2,0,0,1,54,54,0,0,0,1,0,0,0,0,0,0,50,0,1,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,1,0,59,1,11,35,16,0,59,4,4,100.0,0,0.0,49,200,105,2,2,0,1,2,48,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,,Midfielders,0.0
